"Id","AddedDatetimeOffset","LoadNum","LoadMaxEarlyShipDate","TradingPartnerName","TradingPartnerNum","OrigLocName","OrigCityName","OriginState","OrigPostalCode","OrigLatitude","OrigLongitude","LocName","CityName","StateCode","PostalCode","Latitude","Longitude","StopType","OrderList","Dist_FromPrevStop","DurationTransitTimeFromPrevStop","StopNum","OrdCount","HandlingUnitCountTotPlanned","PieceCountTotPlanned","WtBase_NetTotPlanned","DateTime_Appointment","DateTime_ActualArrival","DateTime_ActualDeparture"
"51","2025-08-20 12:20:04","L100025","2025-08-20","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100025","0","0","1","1","26","1040","35270","2025-08-20 09:00","2025-08-20 09:00","2025-08-20 11:03"
"52","2025-08-20 12:20:04","L100025","2025-08-20","Charlotte Retail Partner","CUST-4491","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100025","470","9.4","2","1","26","1040","35270","2025-08-20 20:27","2025-08-20 20:27","2025-08-20 21:06"
"53","2025-08-25 12:20:04","L100026","2025-08-25","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100026","0","0","1","1","18","720","22331","2025-08-25 09:00","2025-08-25 09:00","2025-08-25 11:10"
"54","2025-08-25 12:20:04","L100026","2025-08-25","Jacksonville Retail Partner","CUST-1624","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100026","140","2.8","2","1","18","720","22331","2025-08-25 13:58","2025-08-25 13:58","2025-08-25 14:41"
"55","2025-08-29 12:20:04","L100027","2025-08-29","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100027","0","0","1","1","25","1000","29939","2025-08-29 09:00","2025-08-29 09:00","2025-08-29 11:54"
"56","2025-08-29 12:20:04","L100027","2025-08-29","Jacksonville Retail Partner","CUST-9733","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100027","140","2.8","2","1","25","1000","29939","2025-08-29 14:42","2025-08-29 14:42","2025-08-29 16:00"
"57","2025-08-28 12:20:04","L100028","2025-08-28","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100028","0","0","1","1","18","720","23558","2025-08-28 06:00","2025-08-28 06:00","2025-08-28 07:52"
"58","2025-08-28 12:20:04","L100028","2025-08-28","Charlotte Retail Partner","CUST-9300","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100028","470","9.4","2","1","18","720","23558","2025-08-28 17:16","2025-08-28 17:16","2025-08-28 18:13"
"59","2025-08-25 12:20:04","L100029","2025-08-25","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100029","0","0","1","1","19","760","41655","2025-08-25 08:00","2025-08-25 08:00","2025-08-25 09:25"
"60","2025-08-25 12:20:04","L100029","2025-08-25","Jacksonville Retail Partner","CUST-6040","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100029","140","2.8","2","1","19","760","41655","2025-08-25 12:13","2025-08-25 12:13","2025-08-25 13:29"
"61","2025-08-29 12:20:04","L100030","2025-08-29","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100030","0","0","1","1","22","880","39157","2025-08-29 08:00","2025-08-29 08:00","2025-08-29 09:20"
"62","2025-08-29 12:20:04","L100030","2025-08-29","Jacksonville Retail Partner","CUST-4459","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100030","140","2.8","2","1","22","880","39157","2025-08-29 12:08","2025-08-29 12:08","2025-08-29 13:33"
"63","2025-09-05 12:20:04","L100031","2025-09-05","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100031","0","0","1","1","24","960","22086","2025-09-05 08:00","2025-09-05 08:00","2025-09-05 10:54"
"64","2025-09-05 12:20:04","L100031","2025-09-05","Charlotte Retail Partner","CUST-3672","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100031","470","9.4","2","1","24","960","22086","2025-09-05 20:18","2025-09-05 20:18","2025-09-05 20:49"
"65","2025-09-05 12:20:04","L100032","2025-09-05","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100032","0","0","1","1","19","760","24851","2025-09-05 09:00","2025-09-05 09:00","2025-09-05 11:11"
"66","2025-09-05 12:20:04","L100032","2025-09-05","Atlanta Retail Partner","CUST-1532","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Atlanta, GA","Atlanta","GA","","33.749","-84.388","Delivery","PO-L100032","440","8.8","2","1","19","760","24851","2025-09-05 19:59","2025-09-05 19:59","2025-09-05 21:24"
"67","2025-09-02 12:20:04","L100033","2025-09-02","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100033","0","0","1","1","24","960","25238","2025-09-02 09:00","2025-09-02 09:00","2025-09-02 11:44"
"68","2025-09-02 12:20:04","L100033","2025-09-02","Charlotte Retail Partner","CUST-3495","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100033","470","9.4","2","1","24","960","25238","2025-09-02 21:08","2025-09-02 21:08","2025-09-02 22:20"
"69","2025-09-09 12:20:04","L100034","2025-09-09","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100034","0","0","1","1","26","1040","24079","2025-09-09 06:00","2025-09-09 06:00","2025-09-09 07:38"
"70","2025-09-09 12:20:04","L100034","2025-09-09","Jacksonville Retail Partner","CUST-6971","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100034","140","2.8","2","1","26","1040","24079","2025-09-09 10:26","2025-09-09 10:26","2025-09-09 11:35"
"71","2025-09-09 12:20:04","L100035","2025-09-09","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100035","0","0","1","1","19","760","25138","2025-09-09 08:00","2025-09-09 08:00","2025-09-09 09:40"
"72","2025-09-09 12:20:04","L100035","2025-09-09","Atlanta Retail Partner","CUST-2266","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Atlanta, GA","Atlanta","GA","","33.749","-84.388","Delivery","PO-L100035","440","8.8","2","1","19","760","25138","2025-09-09 18:28","2025-09-09 18:28","2025-09-09 19:46"
"73","2025-09-11 12:20:04","L100036","2025-09-11","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100036","0","0","1","1","25","1000","28934","2025-09-11 09:00","2025-09-11 09:00","2025-09-11 10:58"
"74","2025-09-11 12:20:04","L100036","2025-09-11","Jacksonville Retail Partner","CUST-1905","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100036","140","2.8","2","1","25","1000","28934","2025-09-11 13:46","2025-09-11 13:46","2025-09-11 15:14"
"75","2025-09-10 12:20:04","L100037","2025-09-10","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100037","0","0","1","1","24","960","34998","2025-09-10 07:00","2025-09-10 07:00","2025-09-10 09:34"
"76","2025-09-10 12:20:04","L100037","2025-09-10","Jacksonville Retail Partner","CUST-2090","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100037","140","2.8","2","1","24","960","34998","2025-09-10 12:22","2025-09-10 12:22","2025-09-10 13:40"
"77","2025-09-21 12:20:04","L100038","2025-09-21","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100038","0","0","1","1","18","720","30552","2025-09-21 06:00","2025-09-21 06:00","2025-09-21 07:30"
"78","2025-09-21 12:20:04","L100038","2025-09-21","Charlotte Retail Partner","CUST-7617","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100038","470","9.4","2","1","18","720","30552","2025-09-21 16:54","2025-09-21 16:54","2025-09-21 18:02"
"79","2025-09-19 12:20:04","L100039","2025-09-19","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100039","0","0","1","1","23","920","31493","2025-09-19 08:00","2025-09-19 08:00","2025-09-19 10:32"
"80","2025-09-19 12:20:04","L100039","2025-09-19","Charlotte Retail Partner","CUST-1207","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Charlotte, NC","Charlotte","NC","","35.2271","-80.8431","Delivery","PO-L100039","470","9.4","2","1","23","920","31493","2025-09-19 19:56","2025-09-19 19:56","2025-09-19 21:06"
"81","2025-09-15 12:20:04","L100040","2025-09-15","Neverland Distribution","DIV1","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Pickup","PO-L100040","0","0","1","1","22","880","34725","2025-09-15 08:00","2025-09-15 08:00","2025-09-15 10:50"
"82","2025-09-15 12:20:04","L100040","2025-09-15","Jacksonville Retail Partner","CUST-4216","Orlando, FL","Orlando","FL","","28.5383","-81.3792","Jacksonville, FL","Jacksonville","FL","","30.3322","-81.6557","Delivery","PO-L100040","140","2.8","2","1","22","880","34725","2025-09-15 13:38","2025-09-15 13:38","2025-09-15 14:25"
